temperature,pressure,P,merit,mode,role
280.7277483,10863.41661,0,-0.2997640789,-1,dead
285.1242392,10129.26225,0,-0.2985883102,-1,dead
237.1235948,6855.662753,0,-0.2962306808,-1,dead
288.6173418,8812.497938,0,-0.2933579065,-1,dead
286.6425088,9782.29418,0,-0.2895655984,-1,dead
281.6248009,10616.78466,0,-0.2854508923,-1,dead
288.7419509,9219.26614,0,-0.2830575798,-1,dead
259.3474506,5457.606209,0,-0.2818609305,-1,dead
286.1680966,9697.445128,0,-0.2731903549,-1,dead
280.1948765,10734.25148,0,-0.2731323236,-1,dead
289.0670729,9018.134259,0,-0.2730579578,-1,dead
287.3123478,9456.708675,0,-0.2707363227,-1,dead
237.6557101,7351.319055,0,-0.2697785347,-1,dead
284.6221758,8316.14444,0,-0.2690591508,-1,dead
236.934469,5993.813329,0,-0.2672126829,-1,dead
283.5523641,10151.38537,0,-0.2649798595,-1,dead
276.5308152,7281.236563,0,-0.2645559804,-1,dead
285.5087702,9759.874361,0,-0.2639957669,-1,dead
278.8732954,10835.01989,0,-0.2634959743,-1,dead
270.5919459,6598.603834,0,-0.2623325239,-1,dead
276.4029155,7277.491616,0,-0.2578656644,-1,dead
277.4625098,10950.85777,0,-0.257252722,-1,dead
280.2070126,10571.48234,0,-0.2571906557,-1,dead
244.6776386,10135.33226,0,-0.2569241567,-1,dead
243.847968,9968.589122,0,-0.2550116014,-1,dead
286.6845278,9422.00528,0,-0.2540325345,-1,dead
241.2288208,9378.447195,0,-0.253785647,-1,dead
284.2202345,9915.275402,0,-0.2522031825,-1,dead
275.321682,7163.567461,0,-0.2518169726,-1,dead
283.4349646,8206.143527,0,-0.2454759695,-1,dead
280.0027681,7756.456794,0,-0.2448633701,-1,dead
242.3245524,9597.546127,0,-0.2432674406,-1,dead
238.1448053,7760.841549,0,-0.2401448729,-1,dead
277.7616857,10773.46728,0,-0.2365637648,-1,dead
285.0996705,9563.273735,0,-0.2355994307,-1,dead
263.9544378,5957.297464,0,-0.2331057894,-1,dead
259.7931765,5572.017893,0,-0.230369369,-1,dead
243.4909524,9805.382768,0,-0.2287757735,-1,dead
276.1259482,7305.323178,0,-0.2287598219,-1,dead
249.1634578,10878.47552,0,-0.2263695095,-1,dead
276.4811069,10824.81155,0,-0.2229558571,-1,dead
241.0276464,9218.603192,0,-0.2218490233,-1,dead
279.8408838,10350.16146,0,-0.2199224683,-1,dead
276.2823928,10823.62817,0,-0.2188493142,-1,dead
283.3644071,9724.239063,0,-0.218634965,-1,dead
237.5339774,5483.232861,0,-0.2158171334,-1,dead
274.9524809,10936.24921,0,-0.21440694,-1,dead
284.7318706,9452.788968,0,-0.2124044912,-1,dead
267.7248602,6378.101358,0,-0.2105218807,-1,dead
269.428893,6571.474148,0,-0.2067318953,-1,dead
238.1439085,7455.736584,0,-0.2056571191,-1,dead
281.317272,9984.192312,0,-0.2031936803,-1,dead
280.4703249,10101.96584,0,-0.2019088011,-1,dead
253.2666727,5079.362354,0,-0.1996539514,-1,dead
268.0330948,6437.008829,0,-0.1978510468,-1,dead
255.1132059,5222.502866,0,-0.1971999629,-1,dead
237.5939248,5851.851384,0,-0.1884376777,-1,dead
274.9659897,10753.67179,0,-0.1883817878,-1,dead
245.5558663,10067.77828,0,-0.1869868753,-1,dead
237.6101243,6018.029683,0,-0.1841610614,-1,dead
281.8979123,9712.022409,0,-0.1836674238,-1,dead
240.301075,8931.875548,0,-0.1832339546,-1,dead
241.4461125,9179.522586,0,-0.180632751,-1,dead
275.7124557,10622.10552,0,-0.1798613795,-1,dead
281.9966808,9625.308383,0,-0.1782464569,-1,dead
280.654868,9804.444203,0,-0.1713198136,-1,dead
277.8321759,10198.91542,0,-0.1691179406,-1,dead
272.3353137,10951.90315,0,-0.1690249872,-1,dead
271.1750187,6835.106791,0,-0.1683042465,-1,dead
266.8909417,6366.366625,0,-0.167085324,-1,dead
282.1268385,9494.550084,0,-0.1650903915,-1,dead
284.7985117,8953.366456,0,-0.1619694806,-1,dead
244.4062765,9730.407504,0,-0.161283028,-1,dead
249.8569129,10707.88694,0,-0.1609880369,-1,dead
238.2451586,7207.249232,0,-0.1605995104,-1,dead
282.9615025,9311.438985,0,-0.1605534566,-1,dead
277.6496884,7628.957886,0,-0.1604946339,-1,dead
271.9323149,6937.614372,0,-0.1601940546,-1,dead
251.1744608,10882.16012,0,-0.1597535674,-1,dead
243.7566869,9582.130979,0,-0.1595202571,-1,dead
279.9301604,9809.382367,0,-0.1585455876,-1,dead
281.2222779,9626.651735,0,-0.158383442,-1,dead
